user_id,q_text,a_text,q_sentiment,a_sentiment
9852,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,0,-1
9853,AI 半导体 成长 风险承受高,债券 固收 低波动,-1,0
9854,债券 固收 低波动,黄金 商品 抗通胀,0,0
9855,海外 ETF 汇率 风险,黄金 商品 抗通胀,1,-1
9856,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,1,0
9857,医药 消费 产业轮动,短线 交易 高频,1,1
9858,AI 半导体 成长 风险承受高,债券 固收 低波动,1,0
9859,新能源 基金 长期 定投,新能源 基金 长期 定投,0,1
9860,医药 消费 产业轮动,债券 固收 低波动,1,0
9861,债券 固收 低波动,债券 固收 低波动,1,0
9862,海外 ETF 汇率 风险,新能源 基金 长期 定投,0,0
9863,短线 交易 高频,新能源 基金 长期 定投,1,0
9864,长期 持有 价值,黄金 商品 抗通胀,1,-1
9865,黄金 商品 抗通胀,医药 消费 产业轮动,-1,1
9866,海外 ETF 汇率 风险,医药 消费 产业轮动,1,1
9867,海外 ETF 汇率 风险,新能源 基金 长期 定投,0,1
9868,短线 交易 高频,长期 持有 价值,1,0
9869,黄金 商品 抗通胀,医药 消费 产业轮动,1,1
9870,长期 持有 价值,医药 消费 产业轮动,0,0
9871,AI 半导体 成长 风险承受高,医药 消费 产业轮动,0,-1
9872,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,-1,0
9873,长期 持有 价值,新能源 基金 长期 定投,1,0
9874,医药 消费 产业轮动,黄金 商品 抗通胀,-1,0
9875,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,0,0
9876,长期 持有 价值,价值 投资 蓝筹 稳健 分红,0,1
9877,医药 消费 产业轮动,海外 ETF 汇率 风险,0,-1
9878,短线 交易 高频,AI 半导体 成长 风险承受高,1,-1
9879,新能源 基金 长期 定投,长期 持有 价值,0,-1
9880,新能源 基金 长期 定投,医药 消费 产业轮动,1,1
9881,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,-1,1
9882,新能源 基金 长期 定投,短线 交易 高频,1,-1
9883,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,1,0
9884,长期 持有 价值,价值 投资 蓝筹 稳健 分红,1,1
9885,医药 消费 产业轮动,长期 持有 价值,1,0
9886,长期 持有 价值,医药 消费 产业轮动,1,1
9887,长期 持有 价值,短线 交易 高频,1,-1
9888,债券 固收 低波动,黄金 商品 抗通胀,0,0
9889,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,-1,0
9890,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,1
9891,债券 固收 低波动,短线 交易 高频,0,0
9892,短线 交易 高频,短线 交易 高频,1,1
9893,短线 交易 高频,债券 固收 低波动,-1,-1
9894,AI 半导体 成长 风险承受高,长期 持有 价值,1,0
9895,债券 固收 低波动,短线 交易 高频,0,-1
9896,医药 消费 产业轮动,短线 交易 高频,-1,-1
9897,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,1,0
9898,长期 持有 价值,短线 交易 高频,0,0
9899,新能源 基金 长期 定投,新能源 基金 长期 定投,0,0
9900,短线 交易 高频,价值 投资 蓝筹 稳健 分红,1,0
9901,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,0,1
9902,AI 半导体 成长 风险承受高,长期 持有 价值,0,0
9903,新能源 基金 长期 定投,新能源 基金 长期 定投,0,0
9904,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,0,0
9905,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,1,0
9906,长期 持有 价值,海外 ETF 汇率 风险,0,0
9907,医药 消费 产业轮动,黄金 商品 抗通胀,-1,0
9908,新能源 基金 长期 定投,长期 持有 价值,-1,-1
9909,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,1,0
9910,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,0,0
9911,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,1,1
9912,价值 投资 蓝筹 稳健 分红,短线 交易 高频,0,1
9913,债券 固收 低波动,新能源 基金 长期 定投,1,0
9914,黄金 商品 抗通胀,新能源 基金 长期 定投,-1,0
9915,海外 ETF 汇率 风险,海外 ETF 汇率 风险,1,0
9916,新能源 基金 长期 定投,医药 消费 产业轮动,0,-1
9917,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,1,1
9918,AI 半导体 成长 风险承受高,债券 固收 低波动,0,0
9919,AI 半导体 成长 风险承受高,长期 持有 价值,0,-1
9920,海外 ETF 汇率 风险,医药 消费 产业轮动,0,0
9921,价值 投资 蓝筹 稳健 分红,短线 交易 高频,0,0
9922,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,0,1
9923,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,1,1
9924,黄金 商品 抗通胀,黄金 商品 抗通胀,-1,-1
9925,医药 消费 产业轮动,新能源 基金 长期 定投,0,0
9926,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,-1,-1
9927,短线 交易 高频,AI 半导体 成长 风险承受高,-1,1
9928,短线 交易 高频,黄金 商品 抗通胀,1,0
9929,长期 持有 价值,债券 固收 低波动,0,0
9930,海外 ETF 汇率 风险,长期 持有 价值,0,-1
9931,长期 持有 价值,价值 投资 蓝筹 稳健 分红,0,0
9932,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,-1,0
9933,短线 交易 高频,债券 固收 低波动,0,1
9934,短线 交易 高频,新能源 基金 长期 定投,0,1
9935,海外 ETF 汇率 风险,短线 交易 高频,0,0
9936,债券 固收 低波动,黄金 商品 抗通胀,0,-1
9937,AI 半导体 成长 风险承受高,长期 持有 价值,0,0
9938,债券 固收 低波动,短线 交易 高频,0,0
9939,新能源 基金 长期 定投,长期 持有 价值,0,1
9940,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,-1,0
9941,医药 消费 产业轮动,短线 交易 高频,-1,1
9942,新能源 基金 长期 定投,海外 ETF 汇率 风险,-1,1
9943,海外 ETF 汇率 风险,医药 消费 产业轮动,0,0
9944,债券 固收 低波动,新能源 基金 长期 定投,0,0
9945,海外 ETF 汇率 风险,医药 消费 产业轮动,1,0
9946,短线 交易 高频,债券 固收 低波动,0,0
9947,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,0,1
9948,长期 持有 价值,新能源 基金 长期 定投,0,1
9949,新能源 基金 长期 定投,海外 ETF 汇率 风险,1,-1
9950,债券 固收 低波动,新能源 基金 长期 定投,1,0
9951,新能源 基金 长期 定投,海外 ETF 汇率 风险,0,0
9952,债券 固收 低波动,长期 持有 价值,-1,0
9953,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,1,0
9954,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,1,0
9955,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,1,1
9956,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,-1
9957,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,-1,0
9958,海外 ETF 汇率 风险,黄金 商品 抗通胀,1,-1
9959,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,0,1
9960,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,1,1
9961,债券 固收 低波动,长期 持有 价值,-1,1
9962,长期 持有 价值,长期 持有 价值,0,0
9963,黄金 商品 抗通胀,长期 持有 价值,-1,0
9964,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,-1,0
9965,医药 消费 产业轮动,海外 ETF 汇率 风险,0,1
9966,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,1,1
9967,海外 ETF 汇率 风险,医药 消费 产业轮动,1,0
9968,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,1,1
9969,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,1,1
9970,AI 半导体 成长 风险承受高,短线 交易 高频,1,0
9971,长期 持有 价值,医药 消费 产业轮动,1,0
9972,短线 交易 高频,黄金 商品 抗通胀,0,0
9973,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,-1,0
9974,长期 持有 价值,债券 固收 低波动,-1,1
9975,黄金 商品 抗通胀,长期 持有 价值,0,0
9976,AI 半导体 成长 风险承受高,债券 固收 低波动,-1,1
9977,新能源 基金 长期 定投,医药 消费 产业轮动,-1,0
9978,短线 交易 高频,AI 半导体 成长 风险承受高,1,1
9979,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,0,0
9980,短线 交易 高频,医药 消费 产业轮动,-1,-1
9981,债券 固收 低波动,AI 半导体 成长 风险承受高,1,-1
9982,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,0,0
9983,黄金 商品 抗通胀,短线 交易 高频,0,-1
9984,黄金 商品 抗通胀,新能源 基金 长期 定投,0,1
9985,新能源 基金 长期 定投,短线 交易 高频,-1,1
9986,医药 消费 产业轮动,新能源 基金 长期 定投,-1,1
9987,价值 投资 蓝筹 稳健 分红,长期 持有 价值,1,0
9988,长期 持有 价值,海外 ETF 汇率 风险,1,1
9989,新能源 基金 长期 定投,长期 持有 价值,1,-1
9990,长期 持有 价值,医药 消费 产业轮动,1,0
9991,短线 交易 高频,黄金 商品 抗通胀,0,0
9992,长期 持有 价值,医药 消费 产业轮动,1,0
9993,长期 持有 价值,海外 ETF 汇率 风险,1,-1
9994,短线 交易 高频,短线 交易 高频,0,0
9995,债券 固收 低波动,海外 ETF 汇率 风险,1,1
9996,债券 固收 低波动,医药 消费 产业轮动,-1,0
9997,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,0,0
9998,长期 持有 价值,AI 半导体 成长 风险承受高,1,0
9999,医药 消费 产业轮动,价值 投资 蓝筹 稳健 分红,0,0
10000,新能源 基金 长期 定投,黄金 商品 抗通胀,-1,0
10001,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,1,-1
10002,长期 持有 价值,短线 交易 高频,0,-1
10003,短线 交易 高频,短线 交易 高频,-1,1
10004,新能源 基金 长期 定投,债券 固收 低波动,1,-1
10005,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,0,-1
10006,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,-1,0
10007,新能源 基金 长期 定投,医药 消费 产业轮动,0,0
10008,债券 固收 低波动,债券 固收 低波动,-1,0
10009,债券 固收 低波动,黄金 商品 抗通胀,-1,0
10010,医药 消费 产业轮动,医药 消费 产业轮动,0,-1
10011,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,1
10012,新能源 基金 长期 定投,海外 ETF 汇率 风险,0,0
10013,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,1
10014,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,1,0
10015,长期 持有 价值,AI 半导体 成长 风险承受高,1,0
10016,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,0
10017,黄金 商品 抗通胀,长期 持有 价值,1,0
10018,短线 交易 高频,海外 ETF 汇率 风险,1,-1
10019,长期 持有 价值,新能源 基金 长期 定投,-1,0
10020,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,0,-1
10021,长期 持有 价值,黄金 商品 抗通胀,1,0
10022,债券 固收 低波动,海外 ETF 汇率 风险,1,1
10023,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,1,0
10024,短线 交易 高频,短线 交易 高频,0,0
10025,短线 交易 高频,黄金 商品 抗通胀,-1,-1
10026,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,0
10027,海外 ETF 汇率 风险,新能源 基金 长期 定投,1,0
10028,海外 ETF 汇率 风险,新能源 基金 长期 定投,-1,-1
10029,海外 ETF 汇率 风险,长期 持有 价值,1,1
10030,长期 持有 价值,价值 投资 蓝筹 稳健 分红,-1,0
10031,长期 持有 价值,海外 ETF 汇率 风险,1,1
10032,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,0,0
10033,短线 交易 高频,债券 固收 低波动,0,1
10034,黄金 商品 抗通胀,海外 ETF 汇率 风险,0,0
10035,长期 持有 价值,海外 ETF 汇率 风险,1,0
10036,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,0
10037,海外 ETF 汇率 风险,黄金 商品 抗通胀,-1,0
10038,债券 固收 低波动,海外 ETF 汇率 风险,0,-1
10039,新能源 基金 长期 定投,短线 交易 高频,-1,0
10040,短线 交易 高频,短线 交易 高频,0,-1
10041,短线 交易 高频,海外 ETF 汇率 风险,0,-1
10042,新能源 基金 长期 定投,短线 交易 高频,0,-1
10043,海外 ETF 汇率 风险,长期 持有 价值,1,0
10044,海外 ETF 汇率 风险,黄金 商品 抗通胀,1,1
10045,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,0,0
10046,债券 固收 低波动,长期 持有 价值,0,0
10047,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,1,0
10048,海外 ETF 汇率 风险,新能源 基金 长期 定投,1,-1
10049,短线 交易 高频,医药 消费 产业轮动,0,0
10050,医药 消费 产业轮动,价值 投资 蓝筹 稳健 分红,-1,0
10051,医药 消费 产业轮动,医药 消费 产业轮动,0,-1
10052,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,1,1
10053,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,1,1
10054,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,1,0
10055,海外 ETF 汇率 风险,短线 交易 高频,0,0
10056,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,0,0
10057,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,0,0
10058,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,1,1
10059,海外 ETF 汇率 风险,新能源 基金 长期 定投,-1,-1
10060,长期 持有 价值,短线 交易 高频,0,0
10061,医药 消费 产业轮动,AI 半导体 成长 风险承受高,-1,1
10062,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,0,0
10063,短线 交易 高频,海外 ETF 汇率 风险,1,0
10064,债券 固收 低波动,黄金 商品 抗通胀,0,-1
10065,债券 固收 低波动,新能源 基金 长期 定投,1,1
10066,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,0,0
10067,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,-1,-1
10068,债券 固收 低波动,新能源 基金 长期 定投,1,0
10069,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,0,1
10070,医药 消费 产业轮动,黄金 商品 抗通胀,1,0
10071,长期 持有 价值,AI 半导体 成长 风险承受高,-1,0
10072,短线 交易 高频,新能源 基金 长期 定投,0,-1
10073,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,0,-1
10074,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,0,-1
10075,短线 交易 高频,长期 持有 价值,1,0
10076,长期 持有 价值,价值 投资 蓝筹 稳健 分红,0,0
10077,短线 交易 高频,短线 交易 高频,-1,1
10078,债券 固收 低波动,海外 ETF 汇率 风险,0,0
10079,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,1,0
10080,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,1,0
10081,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,-1,-1
10082,债券 固收 低波动,黄金 商品 抗通胀,-1,0
10083,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,0,0
10084,长期 持有 价值,医药 消费 产业轮动,-1,1
10085,债券 固收 低波动,AI 半导体 成长 风险承受高,0,0
10086,医药 消费 产业轮动,新能源 基金 长期 定投,0,-1
10087,医药 消费 产业轮动,医药 消费 产业轮动,0,0
10088,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,0,0
10089,医药 消费 产业轮动,医药 消费 产业轮动,1,1
10090,医药 消费 产业轮动,价值 投资 蓝筹 稳健 分红,1,1
10091,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,-1,0
10092,债券 固收 低波动,黄金 商品 抗通胀,0,0
10093,海外 ETF 汇率 风险,债券 固收 低波动,-1,0
10094,新能源 基金 长期 定投,长期 持有 价值,-1,0
10095,新能源 基金 长期 定投,长期 持有 价值,1,-1
10096,医药 消费 产业轮动,长期 持有 价值,0,0
10097,海外 ETF 汇率 风险,长期 持有 价值,0,0
10098,海外 ETF 汇率 风险,短线 交易 高频,0,0
10099,新能源 基金 长期 定投,海外 ETF 汇率 风险,0,1
10100,AI 半导体 成长 风险承受高,短线 交易 高频,1,0
10101,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,0,0
10102,长期 持有 价值,长期 持有 价值,0,1
10103,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,0,0
10104,短线 交易 高频,价值 投资 蓝筹 稳健 分红,0,-1
10105,短线 交易 高频,AI 半导体 成长 风险承受高,1,1
10106,海外 ETF 汇率 风险,长期 持有 价值,0,1
10107,AI 半导体 成长 风险承受高,医药 消费 产业轮动,0,0
10108,医药 消费 产业轮动,AI 半导体 成长 风险承受高,1,1
10109,短线 交易 高频,短线 交易 高频,-1,0
10110,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,-1,0
10111,医药 消费 产业轮动,AI 半导体 成长 风险承受高,0,-1
10112,新能源 基金 长期 定投,黄金 商品 抗通胀,-1,0
10113,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,0,1
10114,债券 固收 低波动,新能源 基金 长期 定投,1,1
10115,海外 ETF 汇率 风险,长期 持有 价值,1,1
10116,长期 持有 价值,短线 交易 高频,1,0
10117,黄金 商品 抗通胀,债券 固收 低波动,-1,1
10118,债券 固收 低波动,医药 消费 产业轮动,0,0
10119,医药 消费 产业轮动,债券 固收 低波动,0,0
10120,新能源 基金 长期 定投,医药 消费 产业轮动,0,1
10121,医药 消费 产业轮动,海外 ETF 汇率 风险,0,0
10122,AI 半导体 成长 风险承受高,长期 持有 价值,1,0
10123,黄金 商品 抗通胀,长期 持有 价值,0,0
10124,债券 固收 低波动,长期 持有 价值,0,0
10125,AI 半导体 成长 风险承受高,医药 消费 产业轮动,-1,1
10126,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,1,0
10127,AI 半导体 成长 风险承受高,债券 固收 低波动,1,1
10128,医药 消费 产业轮动,黄金 商品 抗通胀,0,0
10129,长期 持有 价值,海外 ETF 汇率 风险,0,0
10130,长期 持有 价值,医药 消费 产业轮动,0,0
10131,黄金 商品 抗通胀,黄金 商品 抗通胀,0,0
10132,短线 交易 高频,价值 投资 蓝筹 稳健 分红,-1,0
10133,AI 半导体 成长 风险承受高,短线 交易 高频,0,1
10134,AI 半导体 成长 风险承受高,短线 交易 高频,0,0
10135,长期 持有 价值,价值 投资 蓝筹 稳健 分红,-1,1
10136,新能源 基金 长期 定投,海外 ETF 汇率 风险,-1,-1
10137,AI 半导体 成长 风险承受高,短线 交易 高频,0,0
10138,医药 消费 产业轮动,黄金 商品 抗通胀,0,0
10139,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,0,-1
10140,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,1,0
10141,黄金 商品 抗通胀,短线 交易 高频,1,1
10142,新能源 基金 长期 定投,新能源 基金 长期 定投,0,0
10143,医药 消费 产业轮动,新能源 基金 长期 定投,1,0
10144,长期 持有 价值,价值 投资 蓝筹 稳健 分红,1,0
10145,长期 持有 价值,AI 半导体 成长 风险承受高,0,0
10146,短线 交易 高频,价值 投资 蓝筹 稳健 分红,0,0
10147,长期 持有 价值,黄金 商品 抗通胀,1,-1
10148,黄金 商品 抗通胀,债券 固收 低波动,0,0
10149,黄金 商品 抗通胀,医药 消费 产业轮动,1,0
10150,长期 持有 价值,价值 投资 蓝筹 稳健 分红,-1,0
10151,黄金 商品 抗通胀,黄金 商品 抗通胀,-1,0
10152,海外 ETF 汇率 风险,海外 ETF 汇率 风险,0,0
10153,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,1,0
10154,医药 消费 产业轮动,债券 固收 低波动,1,-1
10155,长期 持有 价值,债券 固收 低波动,0,1
10156,新能源 基金 长期 定投,新能源 基金 长期 定投,1,0
10157,海外 ETF 汇率 风险,长期 持有 价值,0,-1
10158,短线 交易 高频,AI 半导体 成长 风险承受高,0,1
10159,AI 半导体 成长 风险承受高,医药 消费 产业轮动,0,1
10160,黄金 商品 抗通胀,海外 ETF 汇率 风险,-1,0
10161,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,0,-1
10162,黄金 商品 抗通胀,短线 交易 高频,0,-1
10163,债券 固收 低波动,长期 持有 价值,0,1
10164,债券 固收 低波动,黄金 商品 抗通胀,0,0
10165,海外 ETF 汇率 风险,短线 交易 高频,0,-1
10166,债券 固收 低波动,海外 ETF 汇率 风险,0,1
10167,短线 交易 高频,新能源 基金 长期 定投,1,0
10168,海外 ETF 汇率 风险,长期 持有 价值,0,1
10169,短线 交易 高频,价值 投资 蓝筹 稳健 分红,0,0
10170,海外 ETF 汇率 风险,短线 交易 高频,1,1
10171,长期 持有 价值,新能源 基金 长期 定投,0,0
10172,债券 固收 低波动,AI 半导体 成长 风险承受高,-1,0
10173,黄金 商品 抗通胀,新能源 基金 长期 定投,-1,1
10174,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,-1,-1
10175,债券 固收 低波动,黄金 商品 抗通胀,1,1
10176,黄金 商品 抗通胀,短线 交易 高频,0,0
10177,新能源 基金 长期 定投,黄金 商品 抗通胀,-1,-1
10178,新能源 基金 长期 定投,黄金 商品 抗通胀,-1,0
10179,新能源 基金 长期 定投,医药 消费 产业轮动,-1,0
10180,医药 消费 产业轮动,AI 半导体 成长 风险承受高,0,0
10181,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,1
10182,债券 固收 低波动,AI 半导体 成长 风险承受高,-1,0
10183,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,0,-1
10184,新能源 基金 长期 定投,短线 交易 高频,0,1
10185,医药 消费 产业轮动,新能源 基金 长期 定投,1,1
10186,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,1,0
10187,短线 交易 高频,债券 固收 低波动,0,0
10188,黄金 商品 抗通胀,海外 ETF 汇率 风险,0,0
10189,海外 ETF 汇率 风险,长期 持有 价值,0,-1
10190,黄金 商品 抗通胀,长期 持有 价值,1,1
10191,新能源 基金 长期 定投,新能源 基金 长期 定投,1,1
10192,医药 消费 产业轮动,长期 持有 价值,0,0
10193,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,0,1
10194,医药 消费 产业轮动,海外 ETF 汇率 风险,0,1
10195,海外 ETF 汇率 风险,医药 消费 产业轮动,0,0
10196,海外 ETF 汇率 风险,海外 ETF 汇率 风险,-1,0
10197,黄金 商品 抗通胀,医药 消费 产业轮动,0,0
10198,短线 交易 高频,AI 半导体 成长 风险承受高,1,0
10199,短线 交易 高频,短线 交易 高频,1,-1
10200,医药 消费 产业轮动,债券 固收 低波动,0,-1
10201,黄金 商品 抗通胀,短线 交易 高频,0,1
10202,海外 ETF 汇率 风险,医药 消费 产业轮动,0,-1
10203,医药 消费 产业轮动,新能源 基金 长期 定投,1,0
10204,海外 ETF 汇率 风险,新能源 基金 长期 定投,1,0
10205,债券 固收 低波动,债券 固收 低波动,0,0
10206,长期 持有 价值,黄金 商品 抗通胀,-1,0
10207,债券 固收 低波动,AI 半导体 成长 风险承受高,1,-1
10208,长期 持有 价值,黄金 商品 抗通胀,-1,0
10209,黄金 商品 抗通胀,债券 固收 低波动,1,-1
10210,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,0,0
10211,海外 ETF 汇率 风险,黄金 商品 抗通胀,1,-1
10212,新能源 基金 长期 定投,短线 交易 高频,0,0
10213,短线 交易 高频,新能源 基金 长期 定投,-1,1
10214,短线 交易 高频,黄金 商品 抗通胀,0,-1
10215,价值 投资 蓝筹 稳健 分红,短线 交易 高频,0,1
10216,海外 ETF 汇率 风险,医药 消费 产业轮动,1,-1
10217,医药 消费 产业轮动,医药 消费 产业轮动,-1,-1
10218,短线 交易 高频,长期 持有 价值,0,0
10219,黄金 商品 抗通胀,海外 ETF 汇率 风险,0,1
10220,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,-1,0
10221,债券 固收 低波动,新能源 基金 长期 定投,0,1
10222,新能源 基金 长期 定投,新能源 基金 长期 定投,0,1
10223,债券 固收 低波动,新能源 基金 长期 定投,0,0
10224,价值 投资 蓝筹 稳健 分红,长期 持有 价值,0,0
10225,短线 交易 高频,长期 持有 价值,0,0
10226,长期 持有 价值,债券 固收 低波动,0,1
10227,黄金 商品 抗通胀,债券 固收 低波动,0,1
10228,债券 固收 低波动,黄金 商品 抗通胀,0,0
10229,短线 交易 高频,短线 交易 高频,-1,0
10230,债券 固收 低波动,债券 固收 低波动,-1,1
10231,长期 持有 价值,医药 消费 产业轮动,1,0
10232,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,-1,0
10233,债券 固收 低波动,海外 ETF 汇率 风险,-1,0
10234,长期 持有 价值,短线 交易 高频,1,-1
10235,新能源 基金 长期 定投,短线 交易 高频,1,0
10236,医药 消费 产业轮动,黄金 商品 抗通胀,-1,1
10237,医药 消费 产业轮动,医药 消费 产业轮动,0,-1
10238,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,0,0
10239,长期 持有 价值,AI 半导体 成长 风险承受高,-1,1
10240,新能源 基金 长期 定投,黄金 商品 抗通胀,1,0
10241,新能源 基金 长期 定投,医药 消费 产业轮动,0,1
10242,价值 投资 蓝筹 稳健 分红,短线 交易 高频,0,-1
10243,价值 投资 蓝筹 稳健 分红,长期 持有 价值,0,-1
10244,黄金 商品 抗通胀,黄金 商品 抗通胀,-1,1
10245,AI 半导体 成长 风险承受高,医药 消费 产业轮动,1,0
10246,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,1,0
10247,长期 持有 价值,短线 交易 高频,-1,0
10248,短线 交易 高频,黄金 商品 抗通胀,0,1
10249,新能源 基金 长期 定投,长期 持有 价值,1,1
10250,短线 交易 高频,价值 投资 蓝筹 稳健 分红,1,0
10251,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,0,0
10252,医药 消费 产业轮动,海外 ETF 汇率 风险,1,0
10253,长期 持有 价值,短线 交易 高频,1,0
10254,海外 ETF 汇率 风险,新能源 基金 长期 定投,0,0
10255,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,1,0
10256,短线 交易 高频,海外 ETF 汇率 风险,0,-1
10257,海外 ETF 汇率 风险,债券 固收 低波动,0,0
10258,医药 消费 产业轮动,AI 半导体 成长 风险承受高,-1,-1
10259,长期 持有 价值,新能源 基金 长期 定投,-1,0
10260,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,1,1
10261,新能源 基金 长期 定投,新能源 基金 长期 定投,0,-1
10262,黄金 商品 抗通胀,海外 ETF 汇率 风险,1,1
10263,海外 ETF 汇率 风险,长期 持有 价值,-1,0
10264,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,0,0
10265,债券 固收 低波动,黄金 商品 抗通胀,-1,1
10266,价值 投资 蓝筹 稳健 分红,短线 交易 高频,0,0
10267,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,1,-1
10268,新能源 基金 长期 定投,短线 交易 高频,0,0
10269,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,0,0
10270,长期 持有 价值,黄金 商品 抗通胀,-1,0
10271,新能源 基金 长期 定投,债券 固收 低波动,0,0
10272,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,-1,1
10273,医药 消费 产业轮动,短线 交易 高频,0,-1
10274,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,0
